Date,Open,High,Low,Close,Adj Close,Volume
2019-03-29,24.590000,24.690001,24.260000,24.639999,24.474819,9933000
2019-04-01,25.174999,25.555000,25.105000,25.500000,25.329054,8812000
2019-04-02,25.525000,25.565001,25.275000,25.495001,25.324089,8099600
2019-04-03,25.865000,25.980000,25.440001,25.645000,25.473083,10447200
2019-04-04,25.705000,25.879999,25.495001,25.809999,25.636974,6718600
2019-04-05,26.010000,26.184999,25.920000,26.145000,25.969732,8217800
2019-04-08,26.040001,26.260000,25.850000,26.245001,26.069063,7058600
2019-04-09,25.934999,26.035000,25.665001,25.825001,25.651880,6827600
2019-04-10,25.945000,26.110001,25.825001,26.090000,25.915100,5437000
2019-04-11,26.219999,26.219999,25.879999,26.059999,25.885302,6347200
2019-04-12,26.535000,26.660000,26.325001,26.584999,26.406780,5933000
2019-04-15,26.600000,26.625000,26.275000,26.514999,26.337252,5584200
2019-04-16,26.770000,26.799999,26.379999,26.590000,26.411747,6088000
2019-04-17,26.879999,26.885000,26.225000,26.360001,26.183290,9079800
2019-04-18,26.530001,26.580000,26.125000,26.500000,26.322350,6603000
2019-04-22,26.254999,26.610001,26.235001,26.584999,26.406780,3704200
2019-04-23,26.674999,27.340000,26.600000,27.264999,27.082222,6937600
2019-04-24,27.250000,27.344999,27.045000,27.105000,26.923294,5798000
2019-04-25,27.045000,27.225000,26.655001,27.020000,26.838867,6519000
2019-04-26,27.030001,27.415001,26.795000,27.410000,27.226252,7146000
2019-04-29,27.410000,27.674999,27.395000,27.504999,27.320614,8413200
2019-04-30,27.405001,27.639999,26.965000,27.549999,27.365311,5847400
2019-05-01,27.754999,27.809999,26.924999,26.930000,26.749468,11235400
2019-05-02,26.860001,27.160000,26.285000,26.764999,26.585571,16984000
2019-05-03,27.190001,27.605000,27.120001,27.520000,27.335514,6831400
2019-05-06,26.155001,27.305000,26.080000,27.195000,27.012690,12464200
2019-05-07,26.430000,26.610001,25.219999,25.834999,25.661808,23133800
2019-05-08,25.700001,26.205000,25.514999,25.715000,25.542614,13466600
2019-05-09,25.049999,25.620001,24.545000,25.455000,25.284355,19609000
2019-05-10,25.170000,26.045000,24.280001,25.815001,25.641947,16458600
2019-05-13,24.280001,24.575001,23.625000,23.905001,23.744747,28893400
2019-05-14,24.155001,24.950001,24.125000,24.504999,24.340725,12672200
2019-05-15,24.045000,25.125000,23.980000,24.930000,24.762877,14508800
2019-05-16,25.139999,26.020000,25.125000,25.605000,25.433352,11568800
2019-05-17,24.934999,25.855000,24.934999,25.125000,24.956570,11044400
2019-05-20,24.650000,25.000000,24.400000,24.639999,24.474819,12875400
2019-05-21,25.100000,25.389999,25.030001,25.275000,25.105562,6968800
2019-05-22,24.985001,25.320000,24.905001,25.059999,24.892004,7130800
2019-05-23,24.395000,24.395000,23.690001,24.160000,23.998037,14133200
2019-05-24,24.520000,24.629999,24.084999,24.254999,24.092402,6856000
2019-05-28,24.334999,24.615000,23.584999,23.605000,23.446756,7015400
2019-05-29,23.254999,23.375000,22.709999,23.135000,22.979910,10393600
2019-05-30,23.295000,23.530001,22.975000,23.299999,23.143803,11341000
2019-05-31,22.559999,22.799999,22.325001,22.344999,22.195204,12430400
2019-06-03,22.330000,22.639999,21.790001,22.165001,22.016411,12919800
2019-06-04,22.775000,23.635000,22.650000,23.605000,23.446756,8442200
2019-06-05,24.055000,24.215000,23.540001,24.200001,24.037769,7973000
2019-06-06,24.295000,24.865000,24.100000,24.660000,24.494684,7258000
2019-06-07,24.969999,25.719999,24.915001,25.405001,25.234694,10280800
2019-06-10,25.865000,26.250000,25.740000,25.754999,25.582344,10977400
2019-06-11,26.299999,26.400000,25.545000,25.735001,25.562479,8649800
2019-06-12,25.660000,25.825001,25.440001,25.594999,25.423418,6111800
2019-06-13,25.860001,26.000000,25.645000,25.930000,25.756172,6536200
2019-06-14,25.799999,25.980000,25.584999,25.799999,25.627045,3869000
2019-06-17,25.870001,26.055000,25.780001,25.844999,25.671741,5985600
2019-06-18,26.379999,26.959999,26.270000,26.610001,26.431614,9418200
2019-06-19,26.674999,26.980000,26.375000,26.830000,26.650139,6872800
2019-06-20,27.625000,27.700001,26.959999,27.575001,27.390146,7800800
2019-06-21,27.485001,27.875000,27.385000,27.469999,27.285847,5862600
2019-06-24,27.510000,27.610001,27.295000,27.360001,27.176586,3789600
2019-06-25,27.305000,27.315001,26.445000,26.520000,26.385132,8245800
2019-06-26,26.764999,26.915001,26.375000,26.405001,26.270720,5961400
2019-06-27,26.629999,26.825001,26.525000,26.700001,26.564217,4716600
2019-06-28,26.965000,27.225000,26.815001,27.075001,26.937311,7384400
2019-07-01,28.080000,28.160000,27.440001,27.780001,27.638725,9473800
2019-07-02,27.785000,28.045000,27.530001,28.045000,27.902378,4405600
2019-07-03,28.219999,28.670000,28.174999,28.665001,28.519226,4015400
2019-07-05,28.275000,28.625000,27.875000,28.540001,28.394861,5646800
2019-07-08,28.155001,28.245001,27.924999,28.115000,27.972019,5051200
2019-07-09,27.719999,28.290001,27.719999,28.209999,28.066538,3593400
2019-07-10,28.540001,28.895000,28.365000,28.610001,28.464502,7283600
2019-07-11,28.795000,28.865000,28.465000,28.785000,28.638615,6087600
2019-07-12,28.945000,29.190001,28.840000,29.190001,29.041553,5425400
2019-07-15,29.290001,29.299999,29.040001,29.195000,29.046526,2786400
2019-07-16,29.165001,29.215000,28.805000,28.905001,28.758005,4127200
2019-07-17,28.889999,28.950001,28.315001,28.330000,28.185925,5498800
2019-07-18,28.145000,28.719999,27.995001,28.620001,28.474453,5190200
2019-07-19,28.945000,28.969999,28.059999,28.129999,27.986944,5801000
2019-07-22,28.250000,28.485001,28.075001,28.334999,28.190901,4121800
2019-07-23,28.674999,28.920000,28.415001,28.915001,28.767954,5002200
2019-07-24,28.680000,29.315001,28.655001,29.315001,29.165918,4686200
2019-07-25,29.184999,29.190001,28.635000,28.879999,28.733130,6524400
2019-07-26,29.115000,29.525000,29.070000,29.469999,29.320127,3972800
2019-07-29,29.424999,29.434999,29.120001,29.320000,29.170893,4349200
2019-07-30,28.844999,29.205000,28.725000,29.110001,28.961962,4646800
2019-07-31,29.160000,29.215000,27.465000,28.105000,27.962072,10282800
2019-08-01,28.155001,29.075001,27.125000,27.395000,27.255684,14660200
2019-08-02,27.100000,27.160000,26.270000,26.799999,26.663708,13555400
2019-08-05,25.500000,25.525000,23.754999,24.415001,24.290840,17920200
2019-08-06,24.865000,25.405001,24.440001,25.350000,25.221083,11131600
2019-08-07,24.445000,25.610001,23.830000,25.405001,25.275805,16106600
2019-08-08,25.820000,26.865000,25.660000,26.865000,26.728380,11909800
2019-08-09,26.584999,26.764999,25.770000,26.315001,26.181175,11780800
2019-08-12,25.855000,26.025000,25.065001,25.344999,25.216105,11819200
2019-08-13,25.254999,26.950001,25.145000,26.514999,26.380157,14375200
2019-08-14,25.325001,25.490000,24.139999,24.190001,24.066982,19276600
2019-08-15,24.424999,24.605000,23.790001,24.370001,24.246067,13019000
2019-08-16,24.830000,25.549999,24.815001,25.434999,25.305649,10881800
2019-08-19,26.325001,26.545000,26.115000,26.350000,26.215996,6489000
2019-08-20,26.200001,26.344999,25.695000,25.735001,25.604124,6729400
2019-08-21,26.365000,26.475000,26.135000,26.360001,26.225948,6033800
2019-08-22,26.555000,26.750000,25.799999,26.325001,26.191126,7683400
2019-08-23,25.940001,26.424999,23.920000,24.280001,24.156525,18481400
2019-08-26,24.900000,25.080000,24.475000,25.075001,24.947483,9434600
2019-08-27,25.495001,25.594999,24.570000,24.799999,24.673880,7398600
2019-08-28,24.590000,25.355000,24.379999,25.315001,25.186262,7993000
2019-08-29,26.055000,26.415001,25.754999,26.270000,26.136406,6609600
2019-08-30,26.705000,26.715000,25.955000,26.245001,26.111530,8317200
2019-09-03,25.719999,25.985001,25.375000,25.780001,25.648895,8066800
2019-09-04,26.405001,26.635000,26.174999,26.625000,26.489599,6651200
2019-09-05,27.379999,27.930000,27.340000,27.660000,27.519335,7329600
2019-09-06,27.760000,27.905001,27.540001,27.730000,27.588978,4738800
2019-09-09,28.020000,28.040001,27.455000,27.750000,27.608879,4705800
2019-09-10,27.504999,27.750000,27.120001,27.750000,27.608879,6048400
2019-09-11,27.820000,28.340000,27.639999,28.340000,28.195879,4669400
2019-09-12,28.584999,28.920000,28.344999,28.580000,28.434654,6665400
2019-09-13,28.735001,28.844999,28.415001,28.514999,28.369987,4129200
2019-09-16,28.160000,28.400000,28.055000,28.270000,28.126234,3754600
2019-09-17,28.180000,28.500000,28.150000,28.490000,28.345114,3787600
2019-09-18,28.350000,28.555000,27.705000,28.535000,28.389883,7292200
2019-09-19,28.625000,28.945000,28.395000,28.490000,28.345114,4596600
2019-09-20,28.700001,28.775000,27.870001,28.065001,27.922277,5062400
2019-09-23,27.879999,28.290001,27.799999,28.090000,27.947149,2634800
2019-09-24,28.410000,28.520000,27.110001,27.400000,27.260654,7376600
2019-09-25,27.415001,28.020000,26.969999,27.879999,27.738216,4352600
2019-09-26,27.885000,27.934999,27.270000,27.709999,27.569078,7114200
2019-09-27,27.934999,27.955000,26.775000,27.240000,27.101471,8081800
2019-09-30,27.389999,27.834999,27.389999,27.635000,27.494463,3839600
2019-10-01,27.885000,28.090000,26.559999,26.645000,26.509497,9808000
2019-10-02,26.145000,26.155001,24.830000,25.225000,25.096720,14500000
2019-10-03,25.139999,25.825001,24.360001,25.825001,25.693670,12254200
2019-10-04,26.025000,26.934999,25.995001,26.860001,26.723404,9259000
2019-10-07,26.629999,27.105000,26.424999,26.520000,26.385132,8789000
2019-10-08,25.945000,26.170000,25.264999,25.285000,25.156414,11864000
2019-10-09,25.860001,26.254999,25.674999,25.969999,25.837931,5390800
2019-10-10,25.945000,26.760000,25.900000,26.495001,26.360260,8631400
2019-10-11,27.325001,27.980000,27.285000,27.295000,27.156193,11528200
2019-10-14,27.215000,27.424999,27.125000,27.235001,27.096497,4138400
2019-10-15,27.545000,28.254999,27.510000,28.049999,27.907351,5646600
2019-10-16,27.895000,28.105000,27.760000,27.910000,27.768064,4383000
2019-10-17,28.250000,28.400000,27.915001,28.129999,27.986944,5153600
2019-10-18,27.959999,28.155001,27.480000,27.750000,27.608879,4742000
2019-10-21,28.150000,28.370001,28.025000,28.344999,28.200853,2781800
2019-10-22,28.500000,28.559999,28.004999,28.040001,27.897404,4222400
2019-10-23,27.955000,28.290001,27.889999,28.280001,28.136181,3251200
2019-10-24,28.555000,28.594999,28.139999,28.400000,28.255573,5544400
2019-10-25,28.219999,28.910000,28.219999,28.770000,28.623692,5141800
2019-10-28,29.125000,29.379999,29.120001,29.250000,29.101250,4830000
2019-10-29,29.129999,29.480000,29.090000,29.195000,29.046526,4290200
2019-10-30,29.275000,29.565001,28.840000,29.480000,29.330078,5669200
2019-10-31,29.434999,29.434999,28.750000,29.209999,29.061451,6653000
2019-11-01,29.660000,30.025000,29.615000,30.020000,29.867332,5090400
2019-11-04,30.525000,30.565001,30.254999,30.379999,30.225502,5891600
2019-11-05,30.445000,30.525000,30.170000,30.270000,30.116064,4294800
2019-11-06,30.275000,30.370001,29.975000,30.305000,30.150885,5306800
2019-11-07,30.715000,30.969999,30.440001,30.615000,30.459307,6090400
2019-11-08,30.465000,30.815001,30.250000,30.805000,30.648340,4420600
2019-11-11,30.365000,30.690001,30.309999,30.660000,30.504078,2980600
2019-11-12,30.750000,31.120001,30.570000,30.809999,30.653315,7868800
2019-11-13,30.495001,30.975000,30.420000,30.850000,30.693113,5929400
2019-11-14,30.740000,30.995001,30.540001,30.975000,30.817476,4929800
2019-11-15,31.400000,31.650000,31.190001,31.650000,31.489044,6263600
2019-11-18,31.559999,31.780001,31.405001,31.705000,31.543764,3525600
2019-11-19,31.905001,31.905001,31.455000,31.660000,31.498993,4613400
2019-11-20,31.475000,31.629999,30.790001,31.320000,31.160721,6156000
2019-11-21,31.320000,31.355000,30.885000,31.165001,31.006512,3825000
2019-11-22,31.395000,31.424999,31.020000,31.344999,31.185595,3182400
2019-11-25,31.660000,32.075001,31.660000,32.064999,31.901932,3856600
2019-11-26,32.105000,32.345001,31.980000,32.264999,32.100918,3432600
2019-11-27,32.459999,32.700001,32.365002,32.685001,32.518784,3643200
2019-11-29,32.509998,32.590000,32.259998,32.345001,32.180508,2236200
2019-12-02,32.424999,32.435001,31.365000,31.514999,31.354729,7987600
2019-12-03,30.600000,30.889999,30.135000,30.870001,30.713011,7728200
2019-12-04,31.209999,31.629999,31.100000,31.420000,31.260212,5083400
2019-12-05,31.655001,31.660000,31.155001,31.605000,31.444271,4199800
2019-12-06,32.235001,32.590000,32.224998,32.439999,32.275028,5764200
2019-12-09,32.314999,32.544998,32.119999,32.150002,31.986500,2694400
2019-12-10,32.115002,32.349998,31.815001,32.025002,31.862139,4041200
2019-12-11,32.185001,32.389999,32.049999,32.294998,32.130764,4917800
2019-12-12,32.290001,33.389999,32.209999,33.125000,32.956539,10368400
2019-12-13,33.040001,33.605000,32.775002,33.180000,33.011261,8216600
2019-12-16,33.775002,34.070000,33.764999,33.875000,33.702728,4623600
2019-12-17,33.985001,34.095001,33.860001,33.880001,33.707706,3737200
2019-12-18,34.009998,34.095001,33.869999,33.875000,33.702728,2885800
2019-12-19,33.919998,34.305000,33.915001,34.279999,34.105663,4674200
2019-12-20,34.650002,34.959999,34.625000,34.799999,34.623028,5420800
2019-12-23,35.009998,35.014999,34.830002,34.900002,34.722519,3243400
2019-12-24,34.910000,34.919998,34.720001,34.840000,34.713051,1739200
2019-12-26,34.950001,35.360001,34.945000,35.349998,35.221191,2828000
2019-12-27,35.634998,35.639999,35.150002,35.334999,35.206245,4203000
2019-12-30,35.365002,35.404999,34.570000,34.750000,34.623383,5640600
2019-12-31,34.549999,35.075001,34.439999,35.005001,34.877453,4322200
2020-01-02,35.535000,35.955002,35.189999,35.950001,35.819004,5484200
2020-01-03,34.724998,35.540001,34.700001,35.169998,35.041847,6434800
2020-01-06,34.494999,35.555000,34.465000,35.535000,35.405518,4673800
